raw_word	normalized	zipf_frequency	reason
h7n9	h7n9	1.490000	contains_digit
j0000	j0000	1.490000	contains_digit
k0000	k0000	1.490000	contains_digit
r3hab	r3hab	1.490000	contains_digit
rusia0000	rusia0000	1.490000	contains_digit
u8	u8	1.490000	contains_digit
yomarchoel00	yomarchoel00	1.490000	contains_digit
a.f.a	a.f.a	1.490000	malformed_after_normalization
claire's	claire's	1.490000	malformed_after_normalization
cnn.com	cnn.com	1.490000	malformed_after_normalization
et.al	et.al	1.490000	malformed_after_normalization
f.w	f.w	1.490000	malformed_after_normalization
hardee's	hardee's	1.490000	malformed_after_normalization
n.d.t	n.d.t	1.490000	malformed_after_normalization
no.no	no.no	1.490000	malformed_after_normalization
op.cit	op.cit	1.490000	malformed_after_normalization
pablo_iglesias_	pablo_iglesias_	1.490000	malformed_after_normalization
perfil.com	perfil.com	1.490000	malformed_after_normalization
przemysław	przemysław	1.490000	malformed_after_normalization
pınar	pınar	1.490000	malformed_after_normalization
s.e.p	s.e.p	1.490000	malformed_after_normalization
salon.com	salon.com	1.490000	malformed_after_normalization
ss.mm	ss.mm	1.490000	malformed_after_normalization
🏁	🏁	1.490000	malformed_after_normalization
🐦	🐦	1.490000	malformed_after_normalization
👉🏻	👉🏻	1.490000	malformed_after_normalization
🤷🏽‍♀️	🤷🏽‍♀	1.490000	malformed_after_normalization
webmaster@	webmaster@	1.490000	url_or_email
0,0,00	0,0,00	1.480000	contains_digit
00'1	00'1	1.480000	contains_digit
000mw	000mw	1.480000	contains_digit
00cms	00cms	1.480000	contains_digit
3gpp	3gpp	1.480000	contains_digit
4x3	4x3	1.480000	contains_digit
7x7	7x7	1.480000	contains_digit
8mb	8mb	1.480000	contains_digit
mr00	mr00	1.480000	contains_digit
oscars0000	oscars0000	1.480000	contains_digit
sie7e	sie7e	1.480000	contains_digit
ssa1	ssa1	1.480000	contains_digit
tc2	tc2	1.480000	contains_digit
tonicanto1	tonicanto1	1.480000	contains_digit
tve2	tve2	1.480000	contains_digit
voto0000	voto0000	1.480000	contains_digit
vr00	vr00	1.480000	contains_digit
y4	y4	1.480000	contains_digit
y5	y5	1.480000	contains_digit
africa's	africa's	1.480000	malformed_after_normalization
alvaro_delgado	alvaro_delgado	1.480000	malformed_after_normalization
arxiv.org	arxiv.org	1.480000	malformed_after_normalization
el_universal_mx	el_universal_mx	1.480000	malformed_after_normalization
i.q	i.q	1.480000	malformed_after_normalization
la_patilla	la_patilla	1.480000	malformed_after_normalization
m.o.d.o.k	m.o.d.o.k	1.480000	malformed_after_normalization
minsa_peru	minsa_peru	1.480000	malformed_after_normalization
o'farril	o'farril	1.480000	malformed_after_normalization
o'flaherty	o'flaherty	1.480000	malformed_after_normalization
o'riley	o'riley	1.480000	malformed_after_normalization
ppsoec's	ppsoec's	1.480000	malformed_after_normalization
soccerway.com	soccerway.com	1.480000	malformed_after_normalization
yüzyıl	yuzyıl	1.480000	malformed_after_normalization
история	история	1.480000	malformed_after_normalization
то	то	1.480000	malformed_after_normalization
║	║	1.480000	malformed_after_normalization
🇧🇷	🇧🇷	1.480000	malformed_after_normalization
🎀	🎀	1.480000	malformed_after_normalization
🐍	🐍	1.480000	malformed_after_normalization
👣	👣	1.480000	malformed_after_normalization
🤦‍♀️	🤦‍♀	1.480000	malformed_after_normalization
www.boe.es	www.boe.es	1.480000	url_or_email
0.00.0000	0.00.0000	1.470000	contains_digit
00.000.00	00.000.00	1.470000	contains_digit
0000h	0000h	1.470000	contains_digit
000er	000er	1.470000	contains_digit
1i	1i	1.470000	contains_digit
1s00	1s00	1.470000	contains_digit
2j	2j	1.470000	contains_digit
5'5	5'5	1.470000	contains_digit
an00	an00	1.470000	contains_digit
db00	db00	1.470000	contains_digit
de4	de4	1.470000	contains_digit
gh00	gh00	1.470000	contains_digit
gp00	gp00	1.470000	contains_digit
gt4	gt4	1.470000	contains_digit
lf2	lf2	1.470000	contains_digit
mi00	mi00	1.470000	contains_digit
mw3	mw3	1.470000	contains_digit
sg1	sg1	1.470000	contains_digit
windows00	windows00	1.470000	contains_digit
años.el	años.el	1.470000	malformed_after_normalization
c.a.i	c.a.i	1.470000	malformed_after_normalization
c.a.p	c.a.p	1.470000	malformed_after_normalization
cat's	cat's	1.470000	malformed_after_normalization
educ.ar	educ.ar	1.470000	malformed_after_normalization
i.b	i.b	1.470000	malformed_after_normalization
j.a.r.v.i.s	j.a.r.v.i.s	1.470000	malformed_after_normalization
k.l	k.l	1.470000	malformed_after_normalization
larepublica.pe	larepublica.pe	1.470000	malformed_after_normalization
musical.ly	musical.ly	1.470000	malformed_after_normalization
o.e.a	o.e.a	1.470000	malformed_after_normalization
papa's	papa's	1.470000	malformed_after_normalization
r.d.c	r.d.c	1.470000	malformed_after_normalization
s.n.c	s.n.c	1.470000	malformed_after_normalization
t.a.t.u	t.a.t.u	1.470000	malformed_after_normalization
u.b.a	u.b.a	1.470000	malformed_after_normalization
v.r	v.r	1.470000	malformed_after_normalization
yoshi's	yoshi's	1.470000	malformed_after_normalization
أحمد	احمد	1.470000	malformed_after_normalization
🇰🇷	🇰🇷	1.470000	malformed_after_normalization
💻	💻	1.470000	malformed_after_normalization
🤐	🤐	1.470000	malformed_after_normalization
🤝	🤝	1.470000	malformed_after_normalization
🦂	🦂	1.470000	malformed_after_normalization
00.000km	00.000km	1.460000	contains_digit
0000la	0000la	1.460000	contains_digit
000ms	000ms	1.460000	contains_digit
00m3	00m3	1.460000	contains_digit
00metros	00metros	1.460000	contains_digit
0ºc	0ºc	1.460000	contains_digit
2hrs	2hrs	1.460000	contains_digit
3eros	3eros	1.460000	contains_digit
4y	4y	1.460000	contains_digit
8f	8f	1.460000	contains_digit
9h00	9h00	1.460000	contains_digit
gs1	gs1	1.460000	contains_digit
h9	h9	1.460000	contains_digit
hco3	hco3	1.460000	contains_digit
lm00	lm00	1.460000	contains_digit
londres0000	londres0000	1.460000	contains_digit
ls00	ls00	1.460000	contains_digit
lt00	lt00	1.460000	contains_digit
m4v	m4v	1.460000	contains_digit
to2	to2	1.460000	contains_digit
ud3	ud3	1.460000	contains_digit
a.c.e	a.c.e	1.460000	malformed_after_normalization
a.e.c	a.e.c	1.460000	malformed_after_normalization
doi.org	doi.org	1.460000	malformed_after_normalization
dx.doi.org	dx.doi.org	1.460000	malformed_after_normalization
f.t	f.t	1.460000	malformed_after_normalization
g.t	g.t	1.460000	malformed_after_normalization
i.u	i.u	1.460000	malformed_after_normalization
larepublica_pe	larepublica_pe	1.460000	malformed_after_normalization
molly's	molly's	1.460000	malformed_after_normalization
t.n	t.n	1.460000	malformed_after_normalization
u.f	u.f	1.460000	malformed_after_normalization
ν	ν	1.460000	malformed_after_normalization
да	да	1.460000	malformed_after_normalization
что	что	1.460000	malformed_after_normalization
علي	علي	1.460000	malformed_after_normalization
✘	✘	1.460000	malformed_after_normalization
ヮ	ヮ	1.460000	malformed_after_normalization
日	日	1.460000	malformed_after_normalization
🐧	🐧	1.460000	malformed_after_normalization
👋🏻	👋🏻	1.460000	malformed_after_normalization
0.0000000	0.0000000	1.450000	contains_digit
000.0fm	000.0fm	1.450000	contains_digit
000fps	000fps	1.450000	contains_digit
00da	00da	1.450000	contains_digit
4i	4i	1.450000	contains_digit
6kg	6kg	1.450000	contains_digit
7hs	7hs	1.450000	contains_digit
a0.0	a0.0	1.450000	contains_digit
aa0000	aa0000	1.450000	contains_digit
bb00	bb00	1.450000	contains_digit
dl00	dl00	1.450000	contains_digit
fm2	fm2	1.450000	contains_digit
m3n	m3n	1.450000	contains_digit
mk1	mk1	1.450000	contains_digit
pro00	pro00	1.450000	contains_digit
rosario3	rosario3	1.450000	contains_digit
se00	se00	1.450000	contains_digit
sf00	sf00	1.450000	contains_digit
wd00	wd00	1.450000	contains_digit
a.c.s	a.c.s	1.450000	malformed_after_normalization
a.d.c	a.d.c	1.450000	malformed_after_normalization
a:hover	a:hover	1.450000	malformed_after_normalization
applebee's	applebee's	1.450000	malformed_after_normalization
b'rith	b'rith	1.450000	malformed_after_normalization
collier's	collier's	1.450000	malformed_after_normalization
h.o	h.o	1.450000	malformed_after_normalization
mail.ru	mail.ru	1.450000	malformed_after_normalization
pa'cá	pa'ca	1.450000	malformed_after_normalization
s.a.a	s.a.a	1.450000	malformed_after_normalization
semana.com	semana.com	1.450000	malformed_after_normalization
t.f	t.f	1.450000	malformed_after_normalization
t.o.p	t.o.p	1.450000	malformed_after_normalization
ı	ı	1.450000	malformed_after_normalization
он	он	1.450000	malformed_after_normalization
ч	ч	1.450000	malformed_after_normalization
💲	💲	1.450000	malformed_after_normalization
0.00a	0.00a	1.440000	contains_digit
0.00hs	0.00hs	1.440000	contains_digit
0.0v	0.0v	1.440000	contains_digit
00,00000	00,00000	1.440000	contains_digit
000.0.0	000.0.0	1.440000	contains_digit
0000en	0000en	1.440000	contains_digit
0000‎	0000‎	1.440000	contains_digit
00;00	00;00	1.440000	contains_digit
00bs	00bs	1.440000	contains_digit
00kgs	00kgs	1.440000	contains_digit
1la	1la	1.440000	contains_digit
2millones	2millones	1.440000	contains_digit
4años	4años	1.440000	contains_digit
5r	5r	1.440000	contains_digit
c0.0	c0.0	1.440000	contains_digit
cambio00	cambio00	1.440000	contains_digit
cd9	cd9	1.440000	contains_digit
cs2	cs2	1.440000	contains_digit
formula1	formula1	1.440000	contains_digit
mp3s	mp3s	1.440000	contains_digit
sl2	sl2	1.440000	contains_digit
ss7	ss7	1.440000	contains_digit
te1	te1	1.440000	contains_digit
xx1	xx1	1.440000	contains_digit
z9	z9	1.440000	contains_digit
a.i.m	a.i.m	1.440000	malformed_after_normalization
c.i.c	c.i.c	1.440000	malformed_after_normalization
e.coli	e.coli	1.440000	malformed_after_normalization
e.w	e.w	1.440000	malformed_after_normalization
ex's	ex's	1.440000	malformed_after_normalization
i.c.e	i.c.e	1.440000	malformed_after_normalization
k.m	k.m	1.440000	malformed_after_normalization
m.rajoy	m.rajoy	1.440000	malformed_after_normalization
moe's	moe's	1.440000	malformed_after_normalization
nature's	nature's	1.440000	malformed_after_normalization
pete's	pete's	1.440000	malformed_after_normalization
u.g.t	u.g.t	1.440000	malformed_after_normalization
u.r	u.r	1.440000	malformed_after_normalization
εισ	εισ	1.440000	malformed_after_normalization
б	б	1.440000	malformed_after_normalization
лет	лет	1.440000	malformed_after_normalization
➔	➔	1.440000	malformed_after_normalization
🌼	🌼	1.440000	malformed_after_normalization
👇🏼	👇🏼	1.440000	malformed_after_normalization
📝	📝	1.440000	malformed_after_normalization
😾	😾	1.440000	malformed_after_normalization
herman@s	herman@s	1.440000	url_or_email
un@s	un@s	1.440000	url_or_email
vecin@s	vecin@s	1.440000	url_or_email
0,00mm	0,00mm	1.430000	contains_digit
0,0v	0,0v	1.430000	contains_digit
000.00g	000.00g	1.430000	contains_digit
0000º	0000º	1.430000	contains_digit
00jul	00jul	1.430000	contains_digit
1en	1en	1.430000	contains_digit
5ºc	5ºc	1.430000	contains_digit
6'5	6'5	1.430000	contains_digit
af1	af1	1.430000	contains_digit
el1	el1	1.430000	contains_digit
h1z1	h1z1	1.430000	contains_digit
hi8	hi8	1.430000	contains_digit
mk4	mk4	1.430000	contains_digit
po2	po2	1.430000	contains_digit
s4c	s4c	1.430000	contains_digit
sr00	sr00	1.430000	contains_digit
ss2	ss2	1.430000	contains_digit
tele00	tele00	1.430000	contains_digit
vl00	vl00	1.430000	contains_digit
bailey's	bailey's	1.430000	malformed_after_normalization
chef's	chef's	1.430000	malformed_after_normalization
dí­a	di­a	1.430000	malformed_after_normalization
docs.google.com	docs.google.com	1.430000	malformed_after_normalization
hunter's	hunter's	1.430000	malformed_after_normalization
lainformacion.com	lainformacion.com	1.430000	malformed_after_normalization
mario's	mario's	1.430000	malformed_after_normalization
n'zonzi	n'zonzi	1.430000	malformed_after_normalization
o'casey	o'casey	1.430000	malformed_after_normalization
paral·lel	paral·lel	1.430000	malformed_after_normalization
regent's	regent's	1.430000	malformed_after_normalization
s.a.i.c	s.a.i.c	1.430000	malformed_after_normalization
s.juan	s.juan	1.430000	malformed_after_normalization
sana'a	sana'a	1.430000	malformed_after_normalization
u.n.a.m	u.n.a.m	1.430000	malformed_after_normalization
να	να	1.430000	malformed_after_normalization
العربية	العربية	1.430000	malformed_after_normalization
☒	☒	1.430000	malformed_after_normalization
☝🏼	☝🏼	1.430000	malformed_after_normalization
➞	➞	1.430000	malformed_after_normalization
⬇	⬇	1.430000	malformed_after_normalization
🌶️	🌶	1.430000	malformed_after_normalization
🎻	🎻	1.430000	malformed_after_normalization
🐔	🐔	1.430000	malformed_after_normalization
👩‍🏫	👩‍🏫	1.430000	malformed_after_normalization
🚘	🚘	1.430000	malformed_after_normalization
🤕	🤕	1.430000	malformed_after_normalization
00000a	00000a	1.420000	contains_digit
000am	000am	1.420000	contains_digit
000usd	000usd	1.420000	contains_digit
00bit	00bit	1.420000	contains_digit
00jun	00jun	1.420000	contains_digit
00rpm	00rpm	1.420000	contains_digit
2gm	2gm	1.420000	contains_digit
3as	3as	1.420000	contains_digit
3años	3años	1.420000	contains_digit
9l	9l	1.420000	contains_digit
base00	base00	1.420000	contains_digit
cod4	cod4	1.420000	contains_digit
ext4	ext4	1.420000	contains_digit
ff00	ff00	1.420000	contains_digit
j9	j9	1.420000	contains_digit
lmp2	lmp2	1.420000	contains_digit
m4a1	m4a1	1.420000	contains_digit
nh4	nh4	1.420000	contains_digit
no00	no00	1.420000	contains_digit
qu3	qu3	1.420000	contains_digit
r3d	r3d	1.420000	contains_digit
salud000	salud000	1.420000	contains_digit
so4	so4	1.420000	contains_digit
̀		1.420000	empty
b.s.o	b.s.o	1.420000	malformed_after_normalization
c.a.t	c.a.t	1.420000	malformed_after_normalization
d.e.a	d.e.a	1.420000	malformed_after_normalization
dell'acqua	dell'acqua	1.420000	malformed_after_normalization
elcomercio.pe	elcomercio.pe	1.420000	malformed_after_normalization
flickr.com	flickr.com	1.420000	malformed_after_normalization
hasn't	hasn't	1.420000	malformed_after_normalization
i.r.a	i.r.a	1.420000	malformed_after_normalization
jd.com	jd.com	1.420000	malformed_after_normalization
k.w	k.w	1.420000	malformed_after_normalization
l.n	l.n	1.420000	malformed_after_normalization
man'yōshū	man'yoshu	1.420000	malformed_after_normalization
michael's	michael's	1.420000	malformed_after_normalization
nando's	nando's	1.420000	malformed_after_normalization
o'phelan	o'phelan	1.420000	malformed_after_normalization
o.s.a	o.s.a	1.420000	malformed_after_normalization
p.b.i	p.b.i	1.420000	malformed_after_normalization
president's	president's	1.420000	malformed_after_normalization
someone's	someone's	1.420000	malformed_after_normalization
w.j	w.j	1.420000	malformed_after_normalization
w.p	w.p	1.420000	malformed_after_normalization
ñ_ñ	ñ_ñ	1.420000	malformed_after_normalization
русский	русскии	1.420000	malformed_after_normalization
є	є	1.420000	malformed_after_normalization
☻	☻	1.420000	malformed_after_normalization
🍳	🍳	1.420000	malformed_after_normalization
💭	💭	1.420000	malformed_after_normalization
🦈	🦈	1.420000	malformed_after_normalization
00,0ºc	00,0ºc	1.410000	contains_digit
00000km	00000km	1.410000	contains_digit
000millones	000millones	1.410000	contains_digit
000tifiko	000tifiko	1.410000	contains_digit
00los	00los	1.410000	contains_digit
00meses	00meses	1.410000	contains_digit
1ooo	1ooo	1.410000	contains_digit
3j	3j	1.410000	contains_digit
4x5	4x5	1.410000	contains_digit
5mb	5mb	1.410000	contains_digit
8px	8px	1.410000	contains_digit
8tv	8tv	1.410000	contains_digit
9y	9y	1.410000	contains_digit
art000	art000	1.410000	contains_digit
bd00	bd00	1.410000	contains_digit
ca3	ca3	1.410000	contains_digit
cd000	cd000	1.410000	contains_digit
con00	con00	1.410000	contains_digit
elm000	elm000	1.410000	contains_digit
fp1	fp1	1.410000	contains_digit
g5s	g5s	1.410000	contains_digit
ge00	ge00	1.410000	contains_digit
mp2	mp2	1.410000	contains_digit
pp8	pp8	1.410000	contains_digit
q0.00	q0.00	1.410000	contains_digit
st00	st00	1.410000	contains_digit
tr00	tr00	1.410000	contains_digit
c.n.t	c.n.t	1.410000	malformed_after_normalization
ff.ee	ff.ee	1.410000	malformed_after_normalization
fisherman's	fisherman's	1.410000	malformed_after_normalization
get_repost	get_repost	1.410000	malformed_after_normalization
gul'dan	gul'dan	1.410000	malformed_after_normalization
h.t	h.t	1.410000	malformed_after_normalization
javier_duarte	javier_duarte	1.410000	malformed_after_normalization
m.de	m.de	1.410000	malformed_after_normalization
mí­	mi­	1.410000	malformed_after_normalization
n.c.p	n.c.p	1.410000	malformed_after_normalization
pa'llá	pa'lla	1.410000	malformed_after_normalization
shepherd's	shepherd's	1.410000	malformed_after_normalization
tº	tº	1.410000	malformed_after_normalization
u'wa	u'wa	1.410000	malformed_after_normalization
vol.i	vol.i	1.410000	malformed_after_normalization
их	их	1.410000	malformed_after_normalization
ಥ_ಥ	ಥ_ಥ	1.410000	malformed_after_normalization
▃	▃	1.410000	malformed_after_normalization
🇩🇴	🇩🇴	1.410000	malformed_after_normalization
🌙	🌙	1.410000	malformed_after_normalization
💪🏿	💪🏿	1.410000	malformed_after_normalization
🔘	🔘	1.410000	malformed_after_normalization
🙋‍♂️	🙋‍♂	1.410000	malformed_after_normalization
www.rtve.es	www.rtve.es	1.410000	url_or_email
0,0kg	0,0kg	1.400000	contains_digit
000to	000to	1.400000	contains_digit
00blogs	00blogs	1.400000	contains_digit
00horastvn	00horastvn	1.400000	contains_digit
00por	00por	1.400000	contains_digit
00ss	00ss	1.400000	contains_digit
1'000.000	1'000.000	1.400000	contains_digit
1gr	1gr	1.400000	contains_digit
2años	2años	1.400000	contains_digit
6cm	6cm	1.400000	contains_digit
7v	7v	1.400000	contains_digit
7ºc	7ºc	1.400000	contains_digit
8'5	8'5	1.400000	contains_digit
9p	9p	1.400000	contains_digit
bo3	bo3	1.400000	contains_digit
c0n	c0n	1.400000	contains_digit
de5	de5	1.400000	contains_digit
ep2	ep2	1.400000	contains_digit
ep3	ep3	1.400000	contains_digit
nosfaltan00	nosfaltan00	1.400000	contains_digit
pg00	pg00	1.400000	contains_digit
redimi2	redimi2	1.400000	contains_digit
top3	top3	1.400000	contains_digit
u9	u9	1.400000	contains_digit
alzheimer's	alzheimer's	1.400000	malformed_after_normalization
as.com	as.com	1.400000	malformed_after_normalization
blake's	blake's	1.400000	malformed_after_normalization
d.i.y	d.i.y	1.400000	malformed_after_normalization
emol.com	emol.com	1.400000	malformed_after_normalization
fichajes.com	fichajes.com	1.400000	malformed_after_normalization
hellmann's	hellmann's	1.400000	malformed_after_normalization
mickey's	mickey's	1.400000	malformed_after_normalization
p.v.p	p.v.p	1.400000	malformed_after_normalization
patrick's	patrick's	1.400000	malformed_after_normalization
porky's	porky's	1.400000	malformed_after_normalization
q.e.d	q.e.d	1.400000	malformed_after_normalization
srđan	srđan	1.400000	malformed_after_normalization
t.i.a	t.i.a	1.400000	malformed_after_normalization
את	את	1.400000	malformed_after_normalization
ابن	ابن	1.400000	malformed_after_normalization
は	は	1.400000	malformed_after_normalization
我	我	1.400000	malformed_after_normalization
🍕	🍕	1.400000	malformed_after_normalization
💐	💐	1.400000	malformed_after_normalization
😸	😸	1.400000	malformed_after_normalization
🛑	🛑	1.400000	malformed_after_normalization
chic@	chic@	1.400000	url_or_email
www.e	www.e	1.400000	url_or_email
00000.00	00000.00	1.390000	contains_digit
00000000000000000	00000000000000000	1.390000	contains_digit
2w	2w	1.390000	contains_digit
4mg	4mg	1.390000	contains_digit
4minute	4minute	1.390000	contains_digit
4️⃣	4⃣	1.390000	contains_digit
6l	6l	1.390000	contains_digit
aa00	aa00	1.390000	contains_digit
ap00	ap00	1.390000	contains_digit
as2	as2	1.390000	contains_digit
dc3	dc3	1.390000	contains_digit
ec00	ec00	1.390000	contains_digit
lv00	lv00	1.390000	contains_digit
mw2	mw2	1.390000	contains_digit
se000	se000	1.390000	contains_digit
sl00	sl00	1.390000	contains_digit
so3	so3	1.390000	contains_digit
a.r.a	a.r.a	1.390000	malformed_after_normalization
com.mx	com.mx	1.390000	malformed_after_normalization
d.josé	d.jose	1.390000	malformed_after_normalization
f.c.barcelona	f.c.barcelona	1.390000	malformed_after_normalization
f.h	f.h	1.390000	malformed_after_normalization
i.l	i.l	1.390000	malformed_after_normalization
lowe's	lowe's	1.390000	malformed_after_normalization
muad'dib	muad'dib	1.390000	malformed_after_normalization
pdf's	pdf's	1.390000	malformed_after_normalization
quelqu'un	quelqu'un	1.390000	malformed_after_normalization
r's	r's	1.390000	malformed_after_normalization
s.a.i	s.a.i	1.390000	malformed_after_normalization
s.k	s.k	1.390000	malformed_after_normalization
v.d	v.d	1.390000	malformed_after_normalization
των	των	1.390000	malformed_after_normalization
🌝	🌝	1.390000	malformed_after_normalization
👩	👩	1.390000	malformed_after_normalization
💧	💧	1.390000	malformed_after_normalization
🚢	🚢	1.390000	malformed_after_normalization
🚩	🚩	1.390000	malformed_after_normalization
novi@	novi@	1.390000	url_or_email
www.bbc.co.uk	www.bbc.co.uk	1.390000	url_or_email
www.redalyc.org	www.redalyc.org	1.390000	url_or_email
0.0gb	0.0gb	1.380000	contains_digit
000ti	000ti	1.380000	contains_digit
00mins	00mins	1.380000	contains_digit
0e	0e	1.380000	contains_digit
3de	3de	1.380000	contains_digit
4w	4w	1.380000	contains_digit
6meses	6meses	1.380000	contains_digit
6u	6u	1.380000	contains_digit
6x4	6x4	1.380000	contains_digit
6ºc	6ºc	1.380000	contains_digit
7t	7t	1.380000	contains_digit
8ºc	8ºc	1.380000	contains_digit
9'5	9'5	1.380000	contains_digit
ac2	ac2	1.380000	contains_digit
al2o3	al2o3	1.380000	contains_digit
cyp2d6	cyp2d6	1.380000	contains_digit
do3	do3	1.380000	contains_digit
pa000	pa000	1.380000	contains_digit
radio3	radio3	1.380000	contains_digit
rc2	rc2	1.380000	contains_digit
sh2	sh2	1.380000	contains_digit
urgente00	urgente00	1.380000	contains_digit
amar'e	amar'e	1.380000	malformed_after_normalization
amazon.co.uk	amazon.co.uk	1.380000	malformed_after_normalization
china.com	china.com	1.380000	malformed_after_normalization
cine.ar	cine.ar	1.380000	malformed_after_normalization
imgur.com	imgur.com	1.380000	malformed_after_normalization
int'l	int'l	1.380000	malformed_after_normalization
j.nelson	j.nelson	1.380000	malformed_after_normalization
jimmy's	jimmy's	1.380000	malformed_after_normalization
mundo.es	mundo.es	1.380000	malformed_after_normalization
o'donnel	o'donnel	1.380000	malformed_after_normalization
o.f	o.f	1.380000	malformed_after_normalization
p.u.f	p.u.f	1.380000	malformed_after_normalization
they've	they've	1.380000	malformed_after_normalization
v.n	v.n	1.380000	malformed_after_normalization
đoković	đokovic	1.380000	malformed_after_normalization
τα	τα	1.380000	malformed_after_normalization
ф	ф	1.380000	malformed_after_normalization
ما	ما	1.380000	malformed_after_normalization
╲	╲	1.380000	malformed_after_normalization
🌲	🌲	1.380000	malformed_after_normalization
🍸	🍸	1.380000	malformed_after_normalization
👠	👠	1.380000	malformed_after_normalization
👬	👬	1.380000	malformed_after_normalization
🙆	🙆	1.380000	malformed_after_normalization
🤘🏻	🤘🏻	1.380000	malformed_after_normalization
🤙🏼	🤙🏼	1.380000	malformed_after_normalization
segur@	segur@	1.380000	url_or_email
0,00,00	0,00,00	1.370000	contains_digit
0,00cm	0,00cm	1.370000	contains_digit
00a00	00a00	1.370000	contains_digit
00mph	00mph	1.370000	contains_digit
00mw	00mw	1.370000	contains_digit
00x2	00x2	1.370000	contains_digit
1da	1da	1.370000	contains_digit
2ch	2ch	1.370000	contains_digit
3_	3_	1.370000	contains_digit
5u	5u	1.370000	contains_digit
9t	9t	1.370000	contains_digit
amd00	amd00	1.370000	contains_digit
ar000	ar000	1.370000	contains_digit
cc3	cc3	1.370000	contains_digit
del00	del00	1.370000	contains_digit
io7	io7	1.370000	contains_digit
lp000	lp000	1.370000	contains_digit
lv2	lv2	1.370000	contains_digit
n3ds	n3ds	1.370000	contains_digit
o6	o6	1.370000	contains_digit
pc0000	pc0000	1.370000	contains_digit
per0	per0	1.370000	contains_digit
ruta00	ruta00	1.370000	contains_digit
u7	u7	1.370000	contains_digit
y6	y6	1.370000	contains_digit
bahá'u'lláh	baha'u'llah	1.370000	malformed_after_normalization
britain's	britain's	1.370000	malformed_after_normalization
c.d.c	c.d.c	1.370000	malformed_after_normalization
child's	child's	1.370000	malformed_after_normalization
f.i	f.i	1.370000	malformed_after_normalization
gob.mx	gob.mx	1.370000	malformed_after_normalization
i.f	i.f	1.370000	malformed_after_normalization
mark's	mark's	1.370000	malformed_after_normalization
n'roses	n'roses	1.370000	malformed_after_normalization
n.g	n.g	1.370000	malformed_after_normalization
o'reily	o'reily	1.370000	malformed_after_normalization
p.s.o.e	p.s.o.e	1.370000	malformed_after_normalization
rs:x	rs:x	1.370000	malformed_after_normalization
οι	οι	1.370000	malformed_after_normalization
х	х	1.370000	malformed_after_normalization
ღ	ღ	1.370000	malformed_after_normalization
♕	♕	1.370000	malformed_after_normalization
に	に	1.370000	malformed_after_normalization
神	神	1.370000	malformed_after_normalization
🏳️‍🌈	🏳‍🌈	1.370000	malformed_after_normalization
🥑	🥑	1.370000	malformed_after_normalization
herman@	herman@	1.370000	url_or_email
0,000.000	0,000.000	1.360000	contains_digit
0.00b	0.00b	1.360000	contains_digit
0000,0000,0000	0000,0000,0000	1.360000	contains_digit
00oct	00oct	1.360000	contains_digit
0x	0x	1.360000	contains_digit
1'000	1'000	1.360000	contains_digit
1z	1z	1.360000	contains_digit
2el	2el	1.360000	contains_digit
7de	7de	1.360000	contains_digit
7kg	7kg	1.360000	contains_digit
8i	8i	1.360000	contains_digit
9j	9j	1.360000	contains_digit
cd2	cd2	1.360000	contains_digit
ds4	ds4	1.360000	contains_digit
forever00	forever00	1.360000	contains_digit
jet2	jet2	1.360000	contains_digit
m4a	m4a	1.360000	contains_digit
studio00	studio00	1.360000	contains_digit
tr2	tr2	1.360000	contains_digit
brother's	brother's	1.360000	malformed_after_normalization
d.m.c	d.m.c	1.360000	malformed_after_normalization
d.o.a	d.o.a	1.360000	malformed_after_normalization
dell'oro	dell'oro	1.360000	malformed_after_normalization
e.firma	e.firma	1.360000	malformed_after_normalization
guðni	guðni	1.360000	malformed_after_normalization
i.g.p	i.g.p	1.360000	malformed_after_normalization
k.b	k.b	1.360000	malformed_after_normalization
k.j	k.j	1.360000	malformed_after_normalization
l.p.r.a	l.p.r.a	1.360000	malformed_after_normalization
lanacion.com	lanacion.com	1.360000	malformed_after_normalization
o's	o's	1.360000	malformed_after_normalization
pa'lla	pa'lla	1.360000	malformed_after_normalization
rr.ss	rr.ss	1.360000	malformed_after_normalization
w.d	w.d	1.360000	malformed_after_normalization
χ	χ	1.360000	malformed_after_normalization
война	воина	1.360000	malformed_after_normalization
ᴥ	ᴥ	1.360000	malformed_after_normalization
〒	〒	1.360000	malformed_after_normalization
🎷	🎷	1.360000	malformed_after_normalization
🕺	🕺	1.360000	malformed_after_normalization
🤷🏼‍♀️	🤷🏼‍♀	1.360000	malformed_after_normalization
🦅	🦅	1.360000	malformed_after_normalization
0,0x	0,0x	1.350000	contains_digit
000.0.0.0	000.0.0.0	1.350000	contains_digit
00segundos	00segundos	1.350000	contains_digit
00us	00us	1.350000	contains_digit
0k	0k	1.350000	contains_digit
5años	5años	1.350000	contains_digit
6oo	6oo	1.350000	contains_digit
am1	am1	1.350000	contains_digit
día00	dia00	1.350000	contains_digit
ff7	ff7	1.350000	contains_digit
ic00	ic00	1.350000	contains_digit
mazda3	mazda3	1.350000	contains_digit
o9	o9	1.350000	contains_digit
re1	re1	1.350000	contains_digit
s00.000	s00.000	1.350000	contains_digit
soy000	soy000	1.350000	contains_digit
sp00	sp00	1.350000	contains_digit
un00	un00	1.350000	contains_digit
